fecha,anio,mes,dia_semana,doy,feriado,poblacion_anual,temp_med,pm25,mort_total,mort_cardio,mort_resp,hosp_total,hosp_cardio,hosp_resp
2019-11-18,2019,11,lun,322,0,10209000,18.92,17.44,161,37,18,479,78,140
2019-11-19,2019,11,mar,323,0,10209000,19.49,24.32,151,44,17,470,97,122
2019-11-20,2019,11,mie,324,0,10209000,18.54,15.3,136,47,27,533,121,125
2019-11-21,2019,11,jue,325,0,10209000,18.84,21.36,163,52,21,454,112,125
2019-11-22,2019,11,vie,326,0,10209000,19.02,19.45,142,48,20,562,100,112
2019-11-23,2019,11,sab,327,0,10209000,18.04,14.46,158,42,25,445,94,110
2019-11-24,2019,11,dom,328,0,10209000,19.18,7.23,128,47,16,520,96,131
2019-11-25,2019,11,lun,329,0,10209000,18.77,19.04,157,40,28,476,92,97
2019-11-26,2019,11,mar,330,0,10209000,21.4,16.15,147,43,30,468,82,116
2019-11-27,2019,11,mie,331,0,10209000,18.93,20.03,140,49,30,430,92,115
2019-11-28,2019,11,jue,332,0,10209000,20.15,11.2,124,38,32,535,72,117
2019-11-29,2019,11,vie,333,0,10209000,20.1,20.98,135,52,28,427,82,123
2019-11-30,2019,11,sab,334,0,10209000,18.36,18.53,137,39,27,506,88,122
2019-12-01,2019,12,dom,335,0,10209000,18.25,22.12,150,50,13,442,92,143
2019-12-02,2019,12,lun,336,0,10209000,19.26,15.56,170,46,18,444,90,115
2019-12-03,2019,12,mar,337,0,10209000,20.64,14.38,144,47,26,480,104,120
2019-12-04,2019,12,mie,338,0,10209000,19.21,22.26,166,36,27,504,76,128
2019-12-05,2019,12,jue,339,0,10209000,19.16,12.39,127,43,25,518,87,125
2019-12-06,2019,12,vie,340,0,10209000,16.51,13.22,124,43,30,538,95,105
2019-12-07,2019,12,sab,341,0,10209000,19.57,12.85,157,38,17,485,83,100
2019-12-08,2019,12,dom,342,0,10209000,20.47,8.61,159,44,23,493,103,108
2019-12-09,2019,12,lun,343,0,10209000,20.67,24.38,170,49,25,472,94,112
2019-12-10,2019,12,mar,344,0,10209000,20.7,21.88,124,45,26,462,83,126
2019-12-11,2019,12,mie,345,0,10209000,19.84,6.11,131,43,23,552,108,116
2019-12-12,2019,12,jue,346,0,10209000,20.01,6.16,144,39,20,464,86,109
2019-12-13,2019,12,vie,347,0,10209000,21.32,13.54,156,38,25,473,87,108
2019-12-14,2019,12,sab,348,0,10209000,20.21,16.19,150,45,22,506,91,117
2019-12-15,2019,12,dom,349,0,10209000,17.65,17.01,123,44,32,420,101,111
2019-12-16,2019,12,lun,350,0,10209000,21.68,23.56,142,53,23,478,84,114
2019-12-17,2019,12,mar,351,0,10209000,19.21,17.85,137,41,20,473,84,89
2019-12-18,2019,12,mie,352,0,10209000,22.2,10.99,138,47,21,464,81,96
2019-12-19,2019,12,jue,353,0,10209000,22.62,18.35,152,38,24,470,84,116
2019-12-20,2019,12,vie,354,0,10209000,21.55,10.38,129,46,32,477,85,92
2019-12-21,2019,12,sab,355,0,10209000,21.76,8.91,134,38,24,416,106,107
2019-12-22,2019,12,dom,356,0,10209000,22.95,4.98,115,37,26,491,96,105
2019-12-23,2019,12,lun,357,0,10209000,19.44,11.43,150,45,24,439,94,106
2019-12-24,2019,12,mar,358,0,10209000,21.1,12.75,152,45,22,454,91,104
2019-12-25,2019,12,mie,359,1,10209000,21.13,12.93,122,37,17,374,91,102
2019-12-26,2019,12,jue,360,0,10209000,19.72,24.59,144,56,15,438,84,107
2019-12-27,2019,12,vie,361,0,10209000,23.33,16.16,129,39,24,463,91,129
2019-12-28,2019,12,sab,362,0,10209000,20.26,14.35,140,47,22,478,75,95
2019-12-29,2019,12,dom,363,0,10209000,20.12,13.34,123,35,20,472,88,100
2019-12-30,2019,12,lun,364,0,10209000,21.35,23.42,127,41,19,483,112,123
2019-12-31,2019,12,mar,365,0,10209000,22.31,10.69,138,32,26,416,100,119
2020-01-01,2020,1,mie,1,1,10628000,20.38,19.15,135,41,27,449,82,80
2020-01-02,2020,1,jue,2,0,10628000,20.42,11.08,134,45,16,471,88,95
2020-01-03,2020,1,vie,3,0,10628000,21.78,14.62,121,45,32,467,81,99
2020-01-04,2020,1,sab,4,0,10628000,19.5,14.74,131,36,20,424,92,103
2020-01-05,2020,1,dom,5,0,10628000,20.32,5.48,139,54,21,433,84,97
2020-01-06,2020,1,lun,6,0,10628000,20.27,13.26,157,34,14,445,89,109
2020-01-07,2020,1,mar,7,0,10628000,20.79,15.19,115,42,19,516,105,102
2020-01-08,2020,1,mie,8,0,10628000,21.17,17.66,139,45,19,504,93,98
2020-01-09,2020,1,jue,9,0,10628000,23.58,13.99,135,33,26,476,91,131
2020-01-10,2020,1,vie,10,0,10628000,22.49,29.18,154,43,31,502,94,127
2020-01-11,2020,1,sab,11,0,10628000,21.45,21.47,134,49,26,484,109,108
2020-01-12,2020,1,dom,12,0,10628000,21.19,3.0,148,35,15,441,80,101
2020-01-13,2020,1,lun,13,0,10628000,22.53,15.62,140,35,26,482,110,115
2020-01-14,2020,1,mar,14,0,10628000,22.02,17.79,139,45,18,436,89,101
2020-01-15,2020,1,mie,15,0,10628000,22.61,16.72,138,35,20,371,89,118
2020-01-16,2020,1,jue,16,0,10628000,23.22,21.96,125,35,25,514,90,102
2020-01-17,2020,1,vie,17,0,10628000,20.38,3.0,123,32,16,512,81,115
2020-01-18,2020,1,sab,18,0,10628000,18.91,6.63,129,45,25,410,100,98
2020-01-19,2020,1,dom,19,0,10628000,21.61,19.72,171,46,20,404,94,93
2020-01-20,2020,1,lun,20,0,10628000,21.75,21.08,125,40,24,457,98,95
2020-01-21,2020,1,mar,21,0,10628000,22.02,26.45,128,33,24,419,76,116
2020-01-22,2020,1,mie,22,0,10628000,20.98,23.3,141,30,21,420,80,102
2020-01-23,2020,1,jue,23,0,10628000,21.44,8.63,130,40,16,402,84,94
2020-01-24,2020,1,vie,24,0,10628000,22.4,20.24,128,44,20,394,74,121
2020-01-25,2020,1,sab,25,0,10628000,22.49,10.67,142,39,23,491,81,116
2020-01-26,2020,1,dom,26,0,10628000,23.37,13.15,129,50,18,458,88,96
2020-01-27,2020,1,lun,27,0,10628000,19.19,15.41,147,43,21,501,88,101
2020-01-28,2020,1,mar,28,0,10628000,19.82,12.83,147,36,21,400,72,112
2020-01-29,2020,1,mie,29,0,10628000,23.57,12.68,155,34,17,444,88,112
2020-01-30,2020,1,jue,30,0,10628000,22.56,19.11,176,27,24,519,79,110
2020-01-31,2020,1,vie,31,0,10628000,22.79,12.55,132,33,24,430,90,114
2020-02-01,2020,2,sab,32,0,10628000,21.51,13.39,142,34,23,470,93,113
2020-02-02,2020,2,dom,33,0,10628000,21.3,14.78,117,48,20,405,89,98
2020-02-03,2020,2,lun,34,0,10628000,22.12,12.73,134,39,16,491,85,101
2020-02-04,2020,2,mar,35,0,10628000,20.76,14.02,115,34,22,506,95,100
2020-02-05,2020,2,mie,36,0,10628000,20.06,21.26,126,48,24,456,80,93
2020-02-06,2020,2,jue,37,0,10628000,20.57,7.06,121,51,20,408,87,103
2020-02-07,2020,2,vie,38,0,10628000,22.05,12.25,130,50,19,517,78,97
2020-02-08,2020,2,sab,39,0,10628000,22.68,5.98,133,39,14,449,91,119
2020-02-09,2020,2,dom,40,0,10628000,23.9,13.83,147,44,20,457,108,129
2020-02-10,2020,2,lun,41,0,10628000,22.37,29.33,149,49,16,509,99,121
2020-02-11,2020,2,mar,42,0,10628000,22.49,9.73,139,47,27,473,89,95
2020-02-12,2020,2,mie,43,0,10628000,23.95,22.08,154,40,22,449,85,112
2020-02-13,2020,2,jue,44,0,10628000,21.0,23.12,152,45,19,441,89,113
2020-02-14,2020,2,vie,45,0,10628000,20.78,5.41,128,40,24,389,107,103
2020-02-15,2020,2,sab,46,0,10628000,21.29,6.47,142,58,16,449,79,117
2020-02-16,2020,2,dom,47,0,10628000,21.81,13.16,130,34,18,439,102,89
2020-02-17,2020,2,lun,48,0,10628000,24.36,11.41,154,48,22,558,91,118
2020-02-18,2020,2,mar,49,0,10628000,21.51,17.83,147,46,20,436,92,116
2020-02-19,2020,2,mie,50,0,10628000,23.49,23.36,147,29,28,506,98,93
2020-02-20,2020,2,jue,51,0,10628000,21.35,20.14,161,45,11,468,80,122
2020-02-21,2020,2,vie,52,0,10628000,22.5,15.73,145,37,17,439,109,108
2020-02-22,2020,2,sab,53,0,10628000,22.72,16.65,127,48,24,461,92,107
2020-02-23,2020,2,dom,54,0,10628000,22.54,15.67,145,45,21,433,98,123
2020-02-24,2020,2,lun,55,0,10628000,22.79,10.68,141,35,21,462,94,106
2020-02-25,2020,2,mar,56,0,10628000,21.05,14.11,129,52,23,428,97,103
2020-02-26,2020,2,mie,57,0,10628000,23.62,19.56,141,35,29,464,101,101
2020-02-27,2020,2,jue,58,0,10628000,23.04,16.99,149,54,19,452,96,121
2020-02-28,2020,2,vie,59,0,10628000,21.0,19.06,128,48,23,490,100,110
2020-02-29,2020,2,sab,60,0,10628000,22.44,19.01,129,33,25,387,105,109
2020-03-01,2020,3,dom,61,0,10628000,20.53,3.0,135,37,21,512,98,91
2020-03-02,2020,3,lun,62,0,10628000,21.92,25.2,131,37,23,523,88,125
2020-03-03,2020,3,mar,63,0,10628000,20.39,8.38,137,44,17,476,107,100
2020-03-04,2020,3,mie,64,0,10628000,22.64,18.09,132,41,25,465,86,118
2020-03-05,2020,3,jue,65,0,10628000,25.32,18.93,157,41,11,447,91,122
2020-03-06,2020,3,vie,66,0,10628000,23.51,17.56,163,49,31,485,118,114
2020-03-07,2020,3,sab,67,0,10628000,22.6,16.35,144,38,32,467,103,110
2020-03-08,2020,3,dom,68,0,10628000,20.62,12.73,120,32,18,504,92,120
2020-03-09,2020,3,lun,69,0,10628000,22.14,15.02,134,49,22,477,89,121
2020-03-10,2020,3,mar,70,0,10628000,23.08,18.29,155,40,15,508,102,112
2020-03-11,2020,3,mie,71,0,10628000,21.53,19.81,131,47,19,492,88,110
2020-03-12,2020,3,jue,72,0,10628000,21.77,15.64,149,51,21,440,105,128
2020-03-13,2020,3,vie,73,0,10628000,19.56,20.81,146,47,23,452,100,117
2020-03-14,2020,3,sab,74,0,10628000,20.54,12.02,143,33,15,466,100,116
2020-03-15,2020,3,dom,75,0,10628000,19.33,13.55,136,33,22,460,97,101
2020-03-16,2020,3,lun,76,0,10628000,23.82,18.42,145,48,16,486,103,131
2020-03-17,2020,3,mar,77,0,10628000,22.06,22.0,141,40,17,469,115,124
2020-03-18,2020,3,mie,78,0,10628000,22.33,18.35,149,28,20,500,118,107
2020-03-19,2020,3,jue,79,0,10628000,21.19,22.01,149,35,20,525,103,113
2020-03-20,2020,3,vie,80,0,10628000,19.65,28.26,121,50,24,430,110,115
2020-03-21,2020,3,sab,81,0,10628000,21.59,14.97,133,50,22,491,82,115
2020-03-22,2020,3,dom,82,0,10628000,20.58,24.01,163,32,25,496,84,98
2020-03-23,2020,3,lun,83,0,10628000,20.15,14.04,146,35,21,537,90,121
2020-03-24,2020,3,mar,84,0,10628000,21.35,24.04,132,44,12,476,87,114
2020-03-25,2020,3,mie,85,0,10628000,21.38,20.0,128,45,30,455,87,95
2020-03-26,2020,3,jue,86,0,10628000,21.0,31.67,159,40,23,478,102,127
2020-03-27,2020,3,vie,87,0,10628000,20.26,18.73,158,41,15,402,91,112
2020-03-28,2020,3,sab,88,0,10628000,19.97,14.27,130,41,20,501,89,136
2020-03-29,2020,3,dom,89,0,10628000,21.12,23.86,133,41,23,461,93,107
2020-03-30,2020,3,lun,90,0,10628000,22.55,23.81,186,39,27,507,99,141
2020-03-31,2020,3,mar,91,0,10628000,19.12,22.3,157,45,22,511,102,124
2020-04-01,2020,4,mie,92,0,10628000,20.22,10.0,154,40,19,504,96,114
2020-04-02,2020,4,jue,93,0,10628000,20.78,24.22,135,39,13,521,103,106
2020-04-03,2020,4,vie,94,0,10628000,20.74,21.86,150,50,26,460,87,110
2020-04-04,2020,4,sab,95,0,10628000,20.18,19.99,152,42,24,444,101,112
2020-04-05,2020,4,dom,96,0,10628000,23.17,15.83,182,44,23,545,110,132
2020-04-06,2020,4,lun,97,0,10628000,21.29,29.41,161,39,34,461,94,131
2020-04-07,2020,4,mar,98,0,10628000,19.59,22.98,131,48,26,479,100,122
2020-04-08,2020,4,mie,99,0,10628000,18.47,21.98,152,41,25,490,97,104
2020-04-09,2020,4,jue,100,0,10628000,20.48,15.58,151,48,26,554,103,122
2020-04-10,2020,4,vie,101,0,10628000,22.42,22.55,144,58,28,499,105,112
2020-04-11,2020,4,sab,102,0,10628000,20.84,15.23,142,48,25,477,87,111
2020-04-12,2020,4,dom,103,0,10628000,17.78,27.7,160,47,24,501,110,95
2020-04-13,2020,4,lun,104,0,10628000,18.87,25.28,159,46,23,545,97,113
2020-04-14,2020,4,mar,105,0,10628000,20.62,21.18,151,47,21,478,90,108
2020-04-15,2020,4,mie,106,0,10628000,21.71,23.46,151,34,25,488,97,123
2020-04-16,2020,4,jue,107,0,10628000,20.56,31.79,139,40,20,532,101,108
2020-04-17,2020,4,vie,108,0,10628000,20.52,25.41,145,43,22,523,105,121
2020-04-18,2020,4,sab,109,0,10628000,21.58,21.82,146,40,24,471,104,114
2020-04-19,2020,4,dom,110,0,10628000,21.76,31.34,161,52,31,481,112,123
2020-04-20,2020,4,lun,111,0,10628000,19.39,27.08,160,46,34,466,91,127
2020-04-21,2020,4,mar,112,0,10628000,20.68,29.92,163,38,14,521,105,119
2020-04-22,2020,4,mie,113,0,10628000,18.96,23.81,135,39,19,530,96,116
2020-04-23,2020,4,jue,114,0,10628000,18.77,23.83,174,59,21,500,99,110
2020-04-24,2020,4,vie,115,0,10628000,20.72,30.13,154,43,32,460,90,129
2020-04-25,2020,4,sab,116,0,10628000,18.26,22.84,157,38,26,526,104,124
2020-04-26,2020,4,dom,117,0,10628000,20.12,25.04,133,47,25,473,104,92
2020-04-27,2020,4,lun,118,0,10628000,20.25,26.1,167,53,26,524,116,137
2020-04-28,2020,4,mar,119,0,10628000,20.85,26.59,144,46,22,508,100,126
2020-04-29,2020,4,mie,120,0,10628000,18.39,26.09,157,43,26,549,101,115
2020-04-30,2020,4,jue,121,0,10628000,20.18,20.35,151,42,23,546,110,101
2020-05-01,2020,5,vie,122,0,10628000,19.52,33.62,159,47,27,531,125,127
2020-05-02,2020,5,sab,123,0,10628000,21.4,21.27,155,54,27,547,110,124
2020-05-03,2020,5,dom,124,0,10628000,18.68,18.45,145,62,22,572,101,122
2020-05-04,2020,5,lun,125,0,10628000,18.19,28.0,165,53,18,564,120,124
2020-05-05,2020,5,mar,126,0,10628000,20.07,24.48,148,41,27,501,84,122
2020-05-06,2020,5,mie,127,0,10628000,18.39,34.23,153,41,21,486,107,126
2020-05-07,2020,5,jue,128,0,10628000,17.81,31.29,141,47,29,606,114,121
2020-05-08,2020,5,vie,129,0,10628000,20.41,25.31,163,54,27,563,125,127
2020-05-09,2020,5,sab,130,0,10628000,19.78,20.99,180,36,21,554,116,115
2020-05-10,2020,5,dom,131,0,10628000,15.48,28.79,194,53,33,490,121,130
2020-05-11,2020,5,lun,132,0,10628000,18.06,25.25,161,62,29,583,92,126
2020-05-12,2020,5,mar,133,0,10628000,17.78,22.04,151,53,22,544,117,118
2020-05-13,2020,5,mie,134,0,10628000,19.83,20.74,163,42,25,510,121,128
2020-05-14,2020,5,jue,135,0,10628000,20.78,32.73,145,63,33,568,112,132
2020-05-15,2020,5,vie,136,0,10628000,21.43,21.55,182,54,31,467,116,128
2020-05-16,2020,5,sab,137,0,10628000,19.75,20.6,171,54,22,544,106,134
2020-05-17,2020,5,dom,138,0,10628000,17.54,30.1,157,40,26,457,108,125
2020-05-18,2020,5,lun,139,0,10628000,17.44,33.82,177,50,24,521,111,140
2020-05-19,2020,5,mar,140,0,10628000,17.61,24.1,163,39,32,527,112,128
2020-05-20,2020,5,mie,141,0,10628000,19.29,27.04,171,53,38,489,102,134
2020-05-21,2020,5,jue,142,0,10628000,20.17,35.11,186,53,22,534,135,130
2020-05-22,2020,5,vie,143,0,10628000,16.3,31.43,176,58,30,526,100,124
2020-05-23,2020,5,sab,144,0,10628000,19.28,25.21,166,50,29,513,122,143
2020-05-24,2020,5,dom,145,0,10628000,19.61,28.25,194,53,22,568,112,152
2020-05-25,2020,5,lun,146,0,10628000,18.82,32.89,164,48,41,566,104,118
2020-05-26,2020,5,mar,147,0,10628000,22.28,25.43,160,51,24,478,96,116
2020-05-27,2020,5,mie,148,0,10628000,18.98,25.99,189,56,28,528,95,130
2020-05-28,2020,5,jue,149,0,10628000,18.33,36.77,185,48,26,627,124,128
2020-05-29,2020,5,vie,150,0,10628000,18.97,40.11,165,42,31,618,110,133
2020-05-30,2020,5,sab,151,0,10628000,17.54,33.0,181,55,30,574,123,147
2020-05-31,2020,5,dom,152,0,10628000,16.82,27.66,157,52,27,607,90,145
2020-06-01,2020,6,lun,153,0,10628000,18.6,28.33,188,48,25,532,113,124
2020-06-02,2020,6,mar,154,0,10628000,19.43,32.15,164,51,24,557,120,142
2020-06-03,2020,6,mie,155,0,10628000,17.71,37.23,157,66,37,549,112,136
2020-06-04,2020,6,jue,156,0,10628000,19.06,38.4,167,48,27,580,101,143
2020-06-05,2020,6,vie,157,0,10628000,17.45,32.17,186,64,24,495,111,133
2020-06-06,2020,6,sab,158,0,10628000,19.81,31.34,193,49,30,559,121,133
2020-06-07,2020,6,dom,159,0,10628000,18.06,22.24,170,48,35,592,105,138
2020-06-08,2020,6,lun,160,0,10628000,18.4,31.88,198,46,32,561,84,142
2020-06-09,2020,6,mar,161,0,10628000,18.63,39.98,160,61,26,617,126,130
2020-06-10,2020,6,mie,162,0,10628000,16.04,32.08,170,44,27,648,135,158
2020-06-11,2020,6,jue,163,0,10628000,17.4,35.17,165,47,25,596,132,147
2020-06-12,2020,6,vie,164,0,10628000,19.78,37.47,174,50,25,622,125,160
2020-06-13,2020,6,sab,165,0,10628000,17.57,34.17,178,55,24,508,149,138
2020-06-14,2020,6,dom,166,0,10628000,19.16,30.67,165,55,26,534,107,150
2020-06-15,2020,6,lun,167,0,10628000,18.49,30.47,168,59,29,574,124,159
2020-06-16,2020,6,mar,168,0,10628000,15.2,22.56,159,54,30,665,138,132
2020-06-17,2020,6,mie,169,0,10628000,18.19,27.66,195,70,32,612,123,152
2020-06-18,2020,6,jue,170,0,10628000,16.0,32.0,188,45,30,576,111,143
2020-06-19,2020,6,vie,171,0,10628000,17.57,37.2,180,65,20,584,122,143
2020-06-20,2020,6,sab,172,0,10628000,16.72,31.73,197,47,47,611,118,162
2020-06-21,2020,6,dom,173,0,10628000,17.2,36.5,182,55,28,622,127,144
2020-06-22,2020,6,lun,174,0,10628000,17.05,27.77,195,48,29,628,143,144
2020-06-23,2020,6,mar,175,0,10628000,17.38,25.05,185,60,19,588,107,160
2020-06-24,2020,6,mie,176,0,10628000,16.51,37.0,170,68,19,582,141,151
2020-06-25,2020,6,jue,177,0,10628000,15.39,42.96,167,58,30,651,122,135
2020-06-26,2020,6,vie,178,0,10628000,15.76,35.12,180,47,38,606,105,161
2020-06-27,2020,6,sab,179,0,10628000,18.04,28.46,171,60,36,612,116,156
2020-06-28,2020,6,dom,180,0,10628000,18.97,35.68,201,50,39,612,117,168
2020-06-29,2020,6,lun,181,0,10628000,17.14,41.34,197,48,35,567,125,143
2020-06-30,2020,6,mar,182,0,10628000,17.83,28.31,192,51,33,616,126,153
2020-07-01,2020,7,mie,183,0,10628000,17.96,32.71,194,51,21,647,103,164
2020-07-02,2020,7,jue,184,0,10628000,15.11,39.51,162,44,22,540,116,151
2020-07-03,2020,7,vie,185,0,10628000,14.47,35.75,165,61,26,575,117,135
2020-07-04,2020,7,sab,186,0,10628000,16.62,27.59,181,52,41,600,104,142
2020-07-05,2020,7,dom,187,0,10628000,14.38,30.12,167,64,28,630,121,167
2020-07-06,2020,7,lun,188,0,10628000,16.29,30.23,174,52,29,616,130,145
2020-07-07,2020,7,mar,189,0,10628000,14.81,27.39,172,48,34,660,111,154
2020-07-08,2020,7,mie,190,0,10628000,15.81,36.27,174,55,30,646,127,169
2020-07-09,2020,7,jue,191,0,10628000,15.62,28.28,185,59,32,552,135,149
2020-07-10,2020,7,vie,192,0,10628000,17.12,34.16,172,67,34,600,117,145
2020-07-11,2020,7,sab,193,0,10628000,15.69,27.11,195,56,33,618,114,165
2020-07-12,2020,7,dom,194,0,10628000,15.06,33.94,202,67,31,677,138,155
2020-07-13,2020,7,lun,195,0,10628000,16.47,33.0,200,60,38,587,121,159
2020-07-14,2020,7,mar,196,0,10628000,19.94,33.5,200,55,41,605,128,138
2020-07-15,2020,7,mie,197,0,10628000,16.95,27.1,179,65,15,582,125,185
2020-07-16,2020,7,jue,198,0,10628000,14.0,35.94,154,59,35,582,126,155
2020-07-17,2020,7,vie,199,0,10628000,16.42,32.59,201,58,36,577,128,141
2020-07-18,2020,7,sab,200,0,10628000,19.37,27.79,200,44,27,646,126,150
2020-07-19,2020,7,dom,201,0,10628000,16.46,33.83,162,54,28,676,153,157
2020-07-20,2020,7,lun,202,0,10628000,17.77,39.25,211,54,41,650,115,160
2020-07-21,2020,7,mar,203,0,10628000,17.55,43.11,185,60,44,605,111,147
2020-07-22,2020,7,mie,204,0,10628000,17.62,35.67,186,61,29,596,131,141
2020-07-23,2020,7,jue,205,0,10628000,17.44,35.85,166,53,33,585,114,143
2020-07-24,2020,7,vie,206,0,10628000,16.5,30.01,164,59,34,657,116,140
2020-07-25,2020,7,sab,207,0,10628000,15.92,28.31,189,59,31,578,100,153
2020-07-26,2020,7,dom,208,0,10628000,15.79,37.45,207,49,28,659,125,145
2020-07-27,2020,7,lun,209,0,10628000,16.25,32.41,179,46,35,558,120,169
2020-07-28,2020,7,mar,210,1,10628000,16.6,43.64,173,60,27,568,113,104
2020-07-29,2020,7,mie,211,1,10628000,14.54,28.46,141,56,33,587,102,156
2020-07-30,2020,7,jue,212,0,10628000,15.72,33.84,179,48,36,638,127,146
2020-07-31,2020,7,vie,213,0,10628000,16.0,33.65,207,63,34,649,138,141
2020-08-01,2020,8,sab,214,0,10628000,16.16,28.23,225,45,32,591,126,163
2020-08-02,2020,8,dom,215,0,10628000,15.65,30.02,190,69,28,608,118,143
2020-08-03,2020,8,lun,216,0,10628000,16.98,33.55,161,49,35,608,125,159
2020-08-04,2020,8,mar,217,0,10628000,15.88,35.31,187,57,28,624,128,148
2020-08-05,2020,8,mie,218,0,10628000,15.54,33.99,194,55,34,559,127,148
2020-08-06,2020,8,jue,219,0,10628000,14.5,39.54,178,55,41,643,126,180
2020-08-07,2020,8,vie,220,0,10628000,15.05,46.74,173,55,29,578,134,144
2020-08-08,2020,8,sab,221,0,10628000,16.25,34.98,180,52,38,613,130,147
2020-08-09,2020,8,dom,222,0,10628000,16.11,33.21,201,67,45,584,121,136
2020-08-10,2020,8,lun,223,0,10628000,13.52,29.23,202,67,42,609,117,180
2020-08-11,2020,8,mar,224,0,10628000,17.07,31.38,174,60,28,629,137,141
2020-08-12,2020,8,mie,225,0,10628000,15.12,25.57,185,51,30,686,136,146
2020-08-13,2020,8,jue,226,0,10628000,14.87,36.39,196,61,39,630,118,168
2020-08-14,2020,8,vie,227,0,10628000,17.29,26.52,172,61,34,581,124,164
2020-08-15,2020,8,sab,228,0,10628000,17.35,34.23,212,56,26,562,139,164
2020-08-16,2020,8,dom,229,0,10628000,15.1,26.98,204,49,28,607,142,144
2020-08-17,2020,8,lun,230,0,10628000,15.53,35.47,190,49,39,634,126,153
2020-08-18,2020,8,mar,231,0,10628000,14.49,36.19,160,57,44,617,138,126
2020-08-19,2020,8,mie,232,0,10628000,16.94,24.09,173,56,21,618,110,168
2020-08-20,2020,8,jue,233,0,10628000,17.06,29.45,165,59,30,715,117,168
2020-08-21,2020,8,vie,234,0,10628000,15.45,35.12,202,54,41,556,128,170
2020-08-22,2020,8,sab,235,0,10628000,17.65,32.63,173,50,38,654,105,142
2020-08-23,2020,8,dom,236,0,10628000,17.09,34.13,194,54,41,614,149,154
2020-08-24,2020,8,lun,237,0,10628000,15.85,31.33,184,60,31,650,127,166
2020-08-25,2020,8,mar,238,0,10628000,16.87,32.47,183,58,29,575,117,123
2020-08-26,2020,8,mie,239,0,10628000,14.03,41.75,171,46,36,569,112,139
2020-08-27,2020,8,jue,240,0,10628000,15.71,33.72,163,45,31,596,127,156
2020-08-28,2020,8,vie,241,0,10628000,16.34,36.72,169,51,29,568,102,167
2020-08-29,2020,8,sab,242,0,10628000,16.04,28.18,183,53,32,639,113,160
2020-08-30,2020,8,dom,243,0,10628000,18.52,21.86,182,61,23,691,122,149
2020-08-31,2020,8,lun,244,0,10628000,16.45,34.6,200,58,32,654,124,150
2020-09-01,2020,9,mar,245,0,10628000,16.53,34.87,188,61,32,513,109,162
2020-09-02,2020,9,mie,246,0,10628000,14.52,36.74,173,60,31,541,113,139
2020-09-03,2020,9,jue,247,0,10628000,15.9,27.41,164,67,21,590,125,149
2020-09-04,2020,9,vie,248,0,10628000,15.2,28.24,200,49,29,557,113,139
2020-09-05,2020,9,sab,249,0,10628000,18.98,17.84,184,61,33,588,112,143
2020-09-06,2020,9,dom,250,0,10628000,15.68,31.32,158,60,27,614,107,139
2020-09-07,2020,9,lun,251,0,10628000,16.34,35.45,181,53,31,593,132,162
2020-09-08,2020,9,mar,252,0,10628000,17.68,27.89,168,59,23,580,124,120
2020-09-09,2020,9,mie,253,0,10628000,17.03,28.91,180,60,44,612,110,155
2020-09-10,2020,9,jue,254,0,10628000,14.57,29.91,176,55,32,511,131,135
2020-09-11,2020,9,vie,255,0,10628000,17.06,38.79,197,62,29,585,115,161
2020-09-12,2020,9,sab,256,0,10628000,17.17,32.24,179,53,27,570,112,154
2020-09-13,2020,9,dom,257,0,10628000,16.12,33.26,189,51,43,553,132,133
2020-09-14,2020,9,lun,258,0,10628000,16.92,29.68,184,65,35,575,113,161
2020-09-15,2020,9,mar,259,0,10628000,16.52,28.05,179,56,28,542,117,143
2020-09-16,2020,9,mie,260,0,10628000,14.76,35.63,183,56,34,559,96,144
2020-09-17,2020,9,jue,261,0,10628000,15.77,21.69,173,51,35,581,94,158
2020-09-18,2020,9,vie,262,0,10628000,16.5,32.39,179,47,32,579,121,175
2020-09-19,2020,9,sab,263,0,10628000,15.8,20.18,175,51,33,600,126,156
2020-09-20,2020,9,dom,264,0,10628000,17.18,30.45,172,57,27,525,122,148
2020-09-21,2020,9,lun,265,0,10628000,17.77,31.9,171,49,31,583,118,153
2020-09-22,2020,9,mar,266,0,10628000,16.92,24.77,168,44,34,608,106,147
2020-09-23,2020,9,mie,267,0,10628000,16.18,30.15,188,53,25,527,106,144
2020-09-24,2020,9,jue,268,0,10628000,18.3,23.22,177,50,25,517,118,146
2020-09-25,2020,9,vie,269,0,10628000,16.86,23.49,181,49,19,515,128,138
2020-09-26,2020,9,sab,270,0,10628000,17.15,23.6,165,50,41,591,109,135
2020-09-27,2020,9,dom,271,0,10628000,15.85,21.6,160,63,40,556,105,143
2020-09-28,2020,9,lun,272,0,10628000,16.54,33.18,199,54,28,575,118,143
2020-09-29,2020,9,mar,273,0,10628000,18.03,38.51,172,48,29,572,121,152
2020-09-30,2020,9,mie,274,0,10628000,17.77,27.93,172,46,30,524,100,139
2020-10-01,2020,10,jue,275,0,10628000,16.69,27.72,167,55,26,504,113,146
2020-10-02,2020,10,vie,276,0,10628000,16.96,31.3,176,66,31,566,102,136
2020-10-03,2020,10,sab,277,0,10628000,17.23,22.81,191,50,28,584,118,145
2020-10-04,2020,10,dom,278,0,10628000,15.9,26.48,161,50,25,583,123,149
2020-10-05,2020,10,lun,279,0,10628000,16.84,17.65,186,60,28,539,132,134
